time,ws100,ghi,dni,dhi,t2m
2020-06-23 19:00:00,3.790,90.000,313.400,42.000,22.800
2020-06-23 20:00:00,4.520,11.000,55.400,8.000,20.500
2020-06-23 21:00:00,4.920,0.000,0.000,0.000,18.500
2020-06-23 22:00:00,5.730,0.000,0.000,0.000,16.800
2020-06-23 23:00:00,5.910,0.000,0.000,0.000,15.900
2020-06-24 00:00:00,5.610,0.000,0.000,0.000,15.100
2020-06-24 01:00:00,5.230,0.000,0.000,0.000,14.000
2020-06-24 02:00:00,4.770,0.000,0.000,0.000,13.100
2020-06-24 03:00:00,4.440,0.000,0.000,0.000,12.500
2020-06-24 04:00:00,4.320,24.000,141.300,14.000,13.000
2020-06-24 05:00:00,3.900,120.000,371.000,50.000,15.000
2020-06-24 06:00:00,3.060,257.000,542.900,76.000,17.200
2020-06-24 07:00:00,2.770,409.000,658.500,95.000,19.300
2020-06-24 08:00:00,3.140,558.000,736.900,109.000,21.200
2020-06-24 09:00:00,3.220,688.000,787.100,120.000,22.400
2020-06-24 10:00:00,3.410,786.000,817.300,127.000,23.300
2020-06-24 11:00:00,3.600,846.000,834.900,130.000,24.300
2020-06-24 12:00:00,4.500,851.000,823.600,133.000,24.900
2020-06-24 13:00:00,5.000,784.000,740.500,156.000,25.800
2020-06-24 14:00:00,5.300,662.000,573.500,210.000,26.100
2020-06-24 15:00:00,5.610,483.000,462.700,161.000,26.000
2020-06-24 16:00:00,6.100,481.000,605.900,131.000,26.100
2020-06-24 17:00:00,6.050,280.000,317.100,140.000,25.400
2020-06-24 18:00:00,5.460,178.000,252.700,103.000,24.600
2020-06-24 19:00:00,5.350,74.000,137.000,53.000,23.300
2020-06-24 20:00:00,4.900,10.000,36.900,8.000,21.200
2020-06-24 21:00:00,4.810,0.000,0.000,0.000,19.400
2020-06-24 22:00:00,5.650,0.000,0.000,0.000,18.600
2020-06-24 23:00:00,6.400,0.000,0.000,0.000,17.700
2020-06-25 00:00:00,6.260,0.000,0.000,0.000,17.000
2020-06-25 01:00:00,5.820,0.000,0.000,0.000,16.500
2020-06-25 02:00:00,5.220,0.000,0.000,0.000,16.300
2020-06-25 03:00:00,5.220,0.000,0.000,0.000,16.000
2020-06-25 04:00:00,5.030,23.000,113.700,15.000,15.900
2020-06-25 05:00:00,4.800,98.000,266.200,48.000,17.500
2020-06-25 06:00:00,3.970,133.000,150.400,83.000,18.900
2020-06-25 07:00:00,3.910,347.000,510.400,104.000,20.300
2020-06-25 08:00:00,4.360,465.000,562.000,123.000,22.100
2020-06-25 09:00:00,4.890,454.000,385.500,176.000,23.300
2020-06-25 10:00:00,4.930,676.000,642.800,158.000,24.400
2020-06-25 11:00:00,6.720,693.000,614.800,166.000,25.400
2020-06-25 12:00:00,6.450,591.000,422.200,223.000,25.100
2020-06-25 13:00:00,5.770,585.000,465.800,190.000,25.600
2020-06-25 14:00:00,5.480,601.000,549.400,168.000,26.400
2020-06-25 15:00:00,5.690,552.000,617.900,122.000,26.900
2020-06-25 16:00:00,5.570,492.000,664.600,108.000,27.200
2020-06-25 17:00:00,5.420,339.000,550.200,96.000,26.700
2020-06-25 18:00:00,5.150,212.000,461.400,75.000,26.200
2020-06-25 19:00:00,5.330,90.000,313.100,42.000,24.900
2020-06-25 20:00:00,5.660,11.000,55.400,8.000,22.800
2020-06-25 21:00:00,6.020,0.000,0.000,0.000,21.100
2020-06-25 22:00:00,6.360,0.000,0.000,0.000,19.600
2020-06-25 23:00:00,6.380,0.000,0.000,0.000,18.800
2020-06-26 00:00:00,6.590,0.000,0.000,0.000,17.900
2020-06-26 01:00:00,6.500,0.000,0.000,0.000,17.000
2020-06-26 02:00:00,6.470,0.000,0.000,0.000,16.600
2020-06-26 03:00:00,5.960,0.000,0.000,0.000,16.000
2020-06-26 04:00:00,5.550,23.000,128.700,14.000,16.300
2020-06-26 05:00:00,5.580,116.000,358.500,49.000,18.200
2020-06-26 06:00:00,4.800,250.000,527.700,75.000,20.400
2020-06-26 07:00:00,4.020,402.000,648.200,94.000,22.500
2020-06-26 08:00:00,3.980,547.000,722.300,108.000,24.500
2020-06-26 09:00:00,4.140,672.000,767.700,119.000,25.700
2020-06-26 10:00:00,4.490,762.000,786.000,129.000,26.900
2020-06-26 11:00:00,5.660,687.000,599.900,173.000,27.500
2020-06-26 12:00:00,6.040,789.000,725.400,157.000,28.100
2020-06-26 13:00:00,5.990,779.000,769.000,127.000,28.400
2020-06-26 14:00:00,5.580,628.000,602.800,153.000,28.500
2020-06-26 15:00:00,4.800,503.000,559.000,114.000,28.400
2020-06-26 16:00:00,4.120,323.000,351.300,120.000,28.100
2020-06-26 17:00:00,3.330,296.000,461.800,92.000,28.000
2020-06-26 18:00:00,3.610,172.000,350.300,68.000,27.300
2020-06-26 19:00:00,4.200,82.000,280.500,39.000,26.100
2020-06-26 20:00:00,5.190,9.000,36.900,7.000,24.200
2020-06-26 21:00:00,5.580,0.000,0.000,0.000,22.700
2020-06-26 22:00:00,5.460,0.000,0.000,0.000,21.400
2020-06-26 23:00:00,5.240,0.000,0.000,0.000,20.400
2020-06-27 00:00:00,4.740,0.000,0.000,0.000,19.200
2020-06-27 01:00:00,4.340,0.000,0.000,0.000,18.300
2020-06-27 02:00:00,4.140,0.000,0.000,0.000,17.200
2020-06-27 03:00:00,3.720,0.000,0.000,0.000,16.700
2020-06-27 04:00:00,3.950,23.000,129.600,14.000,17.100
2020-06-27 05:00:00,4.810,113.000,328.200,52.000,19.300
2020-06-27 06:00:00,4.390,222.000,432.500,79.000,21.400
2020-06-27 07:00:00,4.040,375.000,582.000,99.000,22.900
2020-06-27 08:00:00,3.470,500.000,626.100,120.000,24.000
2020-06-27 09:00:00,3.360,600.000,578.100,184.000,25.000
2020-06-27 10:00:00,3.890,685.000,580.300,218.000,26.600
2020-06-27 11:00:00,3.800,546.000,348.000,248.000,27.100
2020-06-27 12:00:00,4.000,720.000,592.500,204.000,28.300
2020-06-27 13:00:00,4.600,732.000,632.400,196.000,28.600
2020-06-27 14:00:00,5.240,585.000,380.800,285.000,28.600
2020-06-27 15:00:00,5.560,397.000,178.200,273.000,28.400
2020-06-27 16:00:00,5.460,211.000,83.100,163.000,26.100
2020-06-27 17:00:00,4.740,146.000,92.800,105.000,25.600
2020-06-27 18:00:00,4.460,190.000,404.300,70.000,25.800
2020-06-27 19:00:00,5.500,75.000,248.200,37.000,24.500
2020-06-27 20:00:00,5.670,7.000,37.000,5.000,22.800
2020-06-27 21:00:00,4.750,0.000,0.000,0.000,21.400
2020-06-27 22:00:00,4.870,0.000,0.000,0.000,20.800
2020-06-27 23:00:00,4.930,0.000,0.000,0.000,19.900
2020-06-28 00:00:00,3.490,0.000,0.000,0.000,19.400
2020-06-28 01:00:00,3.830,0.000,0.000,0.000,19.400
2020-06-28 02:00:00,5.230,0.000,0.000,0.000,19.100
2020-06-28 03:00:00,5.970,0.000,0.000,0.000,18.800
2020-06-28 04:00:00,6.490,14.000,29.000,12.000,19.000
2020-06-28 05:00:00,6.580,68.000,48.700,59.000,19.900
2020-06-28 06:00:00,6.040,147.000,142.600,100.000,21.000
2020-06-28 07:00:00,5.510,223.000,253.600,103.000,21.600
2020-06-28 08:00:00,7.360,302.000,145.200,214.000,21.700
2020-06-28 09:00:00,8.150,348.000,203.100,202.000,22.300
2020-06-28 10:00:00,6.870,399.000,175.400,258.000,21.300
2020-06-28 11:00:00,6.700,407.000,168.300,263.000,20.400
2020-06-28 12:00:00,6.950,411.000,135.600,293.000,20.300
2020-06-28 13:00:00,6.960,431.000,121.600,328.000,20.400
2020-06-28 14:00:00,6.740,366.000,63.500,316.000,20.200
2020-06-28 15:00:00,7.250,355.000,102.100,284.000,20.500
2020-06-28 16:00:00,6.620,254.000,43.300,229.000,20.400
2020-06-28 17:00:00,6.180,189.000,70.200,158.000,20.300
2020-06-28 18:00:00,5.410,112.000,50.600,97.000,20.000
2020-06-28 19:00:00,5.160,52.000,85.000,39.000,19.300
2020-06-28 20:00:00,5.390,7.000,18.500,6.000,18.100
2020-06-28 21:00:00,5.520,0.000,0.000,0.000,16.800
2020-06-28 22:00:00,5.770,0.000,0.000,0.000,15.900
2020-06-28 23:00:00,5.410,0.000,0.000,0.000,14.800
2020-06-29 00:00:00,5.730,0.000,0.000,0.000,14.600
2020-06-29 01:00:00,5.950,0.000,0.000,0.000,13.900
2020-06-29 02:00:00,5.640,0.000,0.000,0.000,13.600
2020-06-29 03:00:00,5.610,0.000,0.000,0.000,13.400
2020-06-29 04:00:00,5.160,21.000,117.100,13.000,13.700
2020-06-29 05:00:00,4.790,114.000,354.300,49.000,15.200
2020-06-29 06:00:00,3.940,182.000,188.900,120.000,16.600
2020-06-29 07:00:00,4.380,289.000,294.400,150.000,17.900
2020-06-29 08:00:00,4.880,395.000,294.200,217.000,19.500
2020-06-29 09:00:00,5.730,501.000,345.400,253.000,20.700
2020-06-29 10:00:00,5.530,545.000,437.000,194.000,20.400
2020-06-29 11:00:00,6.010,578.000,425.700,214.000,19.400
2020-06-29 12:00:00,5.950,549.000,390.800,209.000,19.900
2020-06-29 13:00:00,6.580,576.000,454.600,191.000,21.000
2020-06-29 14:00:00,7.020,689.000,684.500,150.000,21.600
2020-06-29 15:00:00,7.270,542.000,529.100,174.000,22.000
2020-06-29 16:00:00,7.240,418.000,490.100,135.000,21.800
2020-06-29 17:00:00,7.060,286.000,462.200,82.000,21.300
2020-06-29 18:00:00,6.740,193.000,421.700,68.000,20.600
2020-06-29 19:00:00,6.430,69.000,203.200,38.000,19.400
2020-06-29 20:00:00,6.330,8.000,37.200,6.000,18.100
2020-06-29 21:00:00,6.560,0.000,0.000,0.000,17.200
2020-06-29 22:00:00,7.340,0.000,0.000,0.000,16.000
2020-06-29 23:00:00,7.340,0.000,0.000,0.000,15.600
2020-06-30 00:00:00,7.960,0.000,0.000,0.000,15.100
2020-06-30 01:00:00,8.850,0.000,0.000,0.000,14.700
2020-06-30 02:00:00,8.940,0.000,0.000,0.000,14.100
2020-06-30 03:00:00,8.850,0.000,0.000,0.000,13.800
2020-06-30 04:00:00,8.850,18.000,88.600,12.000,13.700
2020-06-30 05:00:00,8.240,86.000,214.100,47.000,14.400
2020-06-30 06:00:00,9.820,178.000,299.700,80.000,15.100
2020-06-30 07:00:00,11.230,300.000,318.600,150.000,16.000
2020-06-30 08:00:00,10.570,196.000,56.300,162.000,16.600
2020-06-30 09:00:00,11.010,195.000,16.700,183.000,16.600
2020-06-30 10:00:00,8.780,315.000,102.200,233.000,17.400
2020-06-30 11:00:00,9.660,351.000,97.100,268.000,18.400
2020-06-30 12:00:00,9.950,383.000,61.000,330.000,18.900
2020-06-30 13:00:00,9.340,300.000,59.100,250.000,19.400
2020-06-30 14:00:00,9.020,194.000,11.400,185.000,19.700
2020-06-30 15:00:00,8.340,179.000,15.800,168.000,20.000
2020-06-30 16:00:00,8.380,74.000,0.000,74.000,19.500
2020-06-30 17:00:00,8.670,129.000,29.500,116.000,19.200
2020-06-30 18:00:00,7.800,122.000,87.800,96.000,18.800
2020-06-30 19:00:00,6.710,31.000,0.000,31.000,18.300
2020-06-30 20:00:00,6.160,4.000,0.000,4.000,17.700
2020-06-30 21:00:00,7.080,0.000,0.000,0.000,17.600
2020-06-30 22:00:00,9.120,0.000,0.000,0.000,17.400
2020-06-30 23:00:00,9.850,0.000,0.000,0.000,17.800
2020-07-01 00:00:00,9.210,0.000,0.000,0.000,17.700
2020-07-01 01:00:00,8.590,0.000,0.000,0.000,17.400
2020-07-01 02:00:00,7.740,0.000,0.000,0.000,17.000
2020-07-01 03:00:00,7.200,0.000,0.000,0.000,16.600
2020-07-01 04:00:00,7.170,3.000,0.000,3.000,16.400
2020-07-01 05:00:00,6.850,11.000,0.000,11.000,16.400
2020-07-01 06:00:00,7.110,25.000,0.000,25.000,16.500
2020-07-01 07:00:00,8.270,64.000,2.100,63.000,16.500
2020-07-01 08:00:00,8.130,117.000,3.300,115.000,16.500
2020-07-01 09:00:00,7.710,99.000,2.800,97.000,16.700
2020-07-01 10:00:00,6.850,87.000,0.000,87.000,17.500
2020-07-01 11:00:00,7.600,84.000,0.000,84.000,17.800
2020-07-01 12:00:00,7.800,176.000,76.000,110.000,18.300
2020-07-01 13:00:00,6.740,281.000,92.200,203.000,19.100
2020-07-01 14:00:00,6.800,211.000,73.700,153.000,19.500
2020-07-01 15:00:00,6.400,129.000,10.100,122.000,19.500
2020-07-01 16:00:00,6.280,165.000,81.500,118.000,19.500
2020-07-01 17:00:00,7.070,114.000,56.700,89.000,18.800
2020-07-01 18:00:00,7.000,44.000,20.300,38.000,18.200
2020-07-01 19:00:00,7.210,68.000,184.700,40.000,17.900
2020-07-01 20:00:00,8.010,8.000,18.800,7.000,17.400
2020-07-01 21:00:00,7.500,0.000,0.000,0.000,17.000
2020-07-01 22:00:00,7.200,0.000,0.000,0.000,16.500
2020-07-01 23:00:00,6.300,0.000,0.000,0.000,15.700
2020-07-02 00:00:00,6.210,0.000,0.000,0.000,15.000
2020-07-02 01:00:00,5.990,0.000,0.000,0.000,14.500
2020-07-02 02:00:00,6.400,0.000,0.000,0.000,14.500
2020-07-02 03:00:00,6.620,0.000,0.000,0.000,14.200
2020-07-02 04:00:00,6.630,17.000,60.300,13.000,14.600
2020-07-02 05:00:00,6.310,95.000,234.300,53.000,15.500
2020-07-02 06:00:00,5.810,204.000,385.500,79.000,16.700
2020-07-02 07:00:00,5.730,293.000,405.700,103.000,17.500
2020-07-02 08:00:00,5.320,343.000,349.100,133.000,18.400
2020-07-02 09:00:00,5.240,434.000,394.500,152.000,19.100
2020-07-02 10:00:00,4.440,500.000,417.200,166.000,19.800
2020-07-02 11:00:00,4.850,579.000,458.400,188.000,20.900
2020-07-02 12:00:00,5.010,612.000,466.400,207.000,21.600
2020-07-02 13:00:00,5.280,580.000,438.800,209.000,21.800
2020-07-02 14:00:00,5.340,565.000,489.700,180.000,21.600
2020-07-02 15:00:00,5.850,452.000,419.000,161.000,20.900
2020-07-02 16:00:00,6.150,397.000,501.300,108.000,21.100
2020-07-02 17:00:00,6.320,267.000,361.200,108.000,20.200
2020-07-02 18:00:00,5.390,147.000,244.000,75.000,19.400
2020-07-02 19:00:00,4.340,48.000,66.200,38.000,18.200
2020-07-02 20:00:00,4.510,6.000,18.900,5.000,17.100
2020-07-02 21:00:00,5.510,0.000,0.000,0.000,16.500
2020-07-02 22:00:00,6.930,0.000,0.000,0.000,15.600
2020-07-02 23:00:00,6.460,0.000,0.000,0.000,15.100
2020-07-03 00:00:00,6.650,0.000,0.000,0.000,14.600
2020-07-03 01:00:00,6.730,0.000,0.000,0.000,14.200
2020-07-03 02:00:00,6.280,0.000,0.000,0.000,13.700
2020-07-03 03:00:00,6.410,0.000,0.000,0.000,13.300
2020-07-03 04:00:00,6.460,18.000,91.500,12.000,13.000
2020-07-03 05:00:00,6.070,100.000,298.300,47.000,14.200
2020-07-03 06:00:00,5.720,179.000,316.000,77.000,15.300
2020-07-03 07:00:00,6.530,322.000,436.900,118.000,16.000
2020-07-03 08:00:00,6.770,356.000,354.900,143.000,17.000
2020-07-03 09:00:00,6.670,505.000,460.900,176.000,17.600
2020-07-03 10:00:00,5.490,634.000,586.500,165.000,18.400
2020-07-03 11:00:00,6.140,591.000,455.300,203.000,19.200
2020-07-03 12:00:00,6.540,616.000,540.600,147.000,19.900
2020-07-03 13:00:00,6.890,653.000,601.200,145.000,21.000
2020-07-03 14:00:00,7.630,434.000,338.500,168.000,21.200
2020-07-03 15:00:00,7.620,463.000,423.600,169.000,21.500
2020-07-03 16:00:00,7.980,335.000,326.400,147.000,21.500
2020-07-03 17:00:00,7.250,194.000,168.300,120.000,21.000
2020-07-03 18:00:00,6.810,103.000,95.100,75.000,20.300
2020-07-03 19:00:00,6.500,58.000,93.200,44.000,19.300
2020-07-03 20:00:00,6.450,7.000,0.000,7.000,18.100
2020-07-03 21:00:00,6.580,0.000,0.000,0.000,17.400
2020-07-03 22:00:00,7.710,0.000,0.000,0.000,16.700
2020-07-03 23:00:00,7.720,0.000,0.000,0.000,16.100
2020-07-04 00:00:00,7.810,0.000,0.000,0.000,16.000
2020-07-04 01:00:00,8.350,0.000,0.000,0.000,15.900
2020-07-04 02:00:00,8.840,0.000,0.000,0.000,15.900
2020-07-04 03:00:00,9.080,0.000,0.000,0.000,15.600
2020-07-04 04:00:00,8.960,19.000,108.000,12.000,15.600
2020-07-04 05:00:00,8.490,103.000,318.200,47.000,16.300
2020-07-04 06:00:00,8.080,156.000,246.000,77.000,16.900
2020-07-04 07:00:00,8.880,301.000,330.900,147.000,16.900
2020-07-04 08:00:00,9.210,342.000,297.200,164.000,17.500
2020-07-04 09:00:00,9.620,263.000,108.100,186.000,18.700
2020-07-04 10:00:00,8.490,198.000,50.100,158.000,18.700
2020-07-04 11:00:00,8.880,372.000,211.500,192.000,20.100
2020-07-04 12:00:00,8.960,260.000,28.800,235.000,21.200
2020-07-04 13:00:00,9.500,162.000,14.200,150.000,21.500
2020-07-04 14:00:00,8.060,229.000,50.900,189.000,21.300
2020-07-04 15:00:00,7.260,148.000,10.100,141.000,21.100
2020-07-04 16:00:00,8.140,93.000,1.700,92.000,20.900
2020-07-04 17:00:00,8.630,65.000,9.100,61.000,20.400
2020-07-04 18:00:00,8.720,31.000,3.400,30.000,20.000
2020-07-04 19:00:00,8.460,14.000,0.000,14.000,19.600
2020-07-04 20:00:00,8.630,2.000,0.000,2.000,19.300
2020-07-04 21:00:00,8.660,0.000,0.000,0.000,19.200
2020-07-04 22:00:00,8.990,0.000,0.000,0.000,18.600
2020-07-04 23:00:00,9.360,0.000,0.000,0.000,18.500
2020-07-05 00:00:00,9.590,0.000,0.000,0.000,18.500
2020-07-05 01:00:00,9.810,0.000,0.000,0.000,18.600
2020-07-05 02:00:00,10.080,0.000,0.000,0.000,18.900
2020-07-05 03:00:00,10.290,0.000,0.000,0.000,18.900
2020-07-05 04:00:00,9.940,3.000,0.000,3.000,19.100
2020-07-05 05:00:00,9.860,13.000,0.000,13.000,19.200
2020-07-05 06:00:00,10.080,42.000,0.000,42.000,19.500
2020-07-05 07:00:00,9.980,66.000,0.000,66.000,19.900
2020-07-05 08:00:00,14.400,167.000,21.800,154.000,20.400
2020-07-05 09:00:00,14.170,281.000,53.400,243.000,21.000
2020-07-05 10:00:00,11.090,392.000,171.800,255.000,21.700
2020-07-05 11:00:00,9.630,236.000,21.200,218.000,21.800
2020-07-05 12:00:00,11.820,198.000,18.500,182.000,21.800
2020-07-05 13:00:00,11.060,179.000,16.600,165.000,22.000
2020-07-05 14:00:00,11.990,165.000,2.500,163.000,21.700
2020-07-05 15:00:00,12.860,193.000,72.200,143.000,21.600
2020-07-05 16:00:00,11.400,173.000,104.400,113.000,21.400
2020-07-05 17:00:00,10.480,172.000,173.400,96.000,21.300
2020-07-05 18:00:00,10.530,133.000,245.800,61.000,21.300
2020-07-05 19:00:00,9.170,57.000,181.900,30.000,20.700
2020-07-05 20:00:00,9.180,7.000,19.100,6.000,19.800
2020-07-05 21:00:00,8.390,0.000,0.000,0.000,19.000
2020-07-05 22:00:00,9.460,0.000,0.000,0.000,18.100
2020-07-05 23:00:00,8.870,0.000,0.000,0.000,17.600
2020-07-06 00:00:00,9.660,0.000,0.000,0.000,17.200
2020-07-06 01:00:00,10.440,0.000,0.000,0.000,16.600
2020-07-06 02:00:00,10.600,0.000,0.000,0.000,15.900
2020-07-06 03:00:00,10.300,0.000,0.000,0.000,15.100
2020-07-06 04:00:00,9.730,13.000,31.700,11.000,14.500
2020-07-06 05:00:00,9.800,69.000,139.100,45.000,14.600
2020-07-06 06:00:00,10.550,145.000,226.500,73.000,15.200
2020-07-06 07:00:00,10.600,255.000,309.300,112.000,15.700
2020-07-06 08:00:00,10.790,340.000,280.200,173.000,15.900
2020-07-06 09:00:00,10.950,457.000,426.700,154.000,16.400
2020-07-06 10:00:00,12.010,613.000,600.200,135.000,16.400
2020-07-06 11:00:00,10.630,708.000,593.400,204.000,16.800
2020-07-06 12:00:00,9.980,758.000,561.800,272.000,17.600
2020-07-06 13:00:00,9.820,714.000,558.900,243.000,16.600
2020-07-06 14:00:00,10.400,390.000,188.800,242.000,14.400
2020-07-06 15:00:00,8.900,459.000,369.900,203.000,15.200
2020-07-06 16:00:00,10.390,275.000,212.500,153.000,16.100
2020-07-06 17:00:00,9.630,215.000,240.000,110.000,15.800
2020-07-06 18:00:00,9.120,165.000,328.700,69.000,15.600
2020-07-06 19:00:00,8.370,68.000,230.700,34.000,14.700
2020-07-06 20:00:00,7.750,6.000,19.100,5.000,13.900
2020-07-06 21:00:00,7.430,0.000,0.000,0.000,13.400
2020-07-06 22:00:00,7.650,0.000,0.000,0.000,12.500
2020-07-06 23:00:00,7.410,0.000,0.000,0.000,12.100
2020-07-07 00:00:00,7.330,0.000,0.000,0.000,11.800
2020-07-07 01:00:00,7.320,0.000,0.000,0.000,11.500
2020-07-07 02:00:00,6.940,0.000,0.000,0.000,11.000
2020-07-07 03:00:00,6.410,0.000,0.000,0.000,10.600
2020-07-07 04:00:00,5.910,12.000,48.200,9.000,10.500
2020-07-07 05:00:00,6.070,82.000,187.500,50.000,11.500
2020-07-07 06:00:00,6.310,177.000,306.900,80.000,12.700
2020-07-07 07:00:00,5.710,295.000,375.500,122.000,13.700
2020-07-07 08:00:00,5.700,409.000,395.200,174.000,14.700
2020-07-07 09:00:00,6.020,492.000,400.700,208.000,15.500
2020-07-07 10:00:00,5.080,580.000,399.900,262.000,17.000
2020-07-07 11:00:00,5.000,537.000,297.100,285.000,18.100
2020-07-07 12:00:00,5.770,469.000,194.400,301.000,18.700
2020-07-07 13:00:00,6.810,533.000,371.800,220.000,19.000
2020-07-07 14:00:00,7.290,370.000,269.500,159.000,18.300
2020-07-07 15:00:00,7.930,325.000,198.200,188.000,18.200
2020-07-07 16:00:00,8.810,276.000,178.000,174.000,17.400
2020-07-07 17:00:00,6.910,149.000,61.800,122.000,16.700
2020-07-07 18:00:00,5.800,85.000,68.700,65.000,15.400
2020-07-07 19:00:00,5.630,20.000,0.000,20.000,14.800
2020-07-07 20:00:00,4.830,4.000,0.000,4.000,14.200
2020-07-07 21:00:00,5.000,0.000,0.000,0.000,13.900
2020-07-07 22:00:00,5.920,0.000,0.000,0.000,13.500
2020-07-07 23:00:00,5.100,0.000,0.000,0.000,12.900
2020-07-08 00:00:00,4.750,0.000,0.000,0.000,12.400
2020-07-08 01:00:00,4.870,0.000,0.000,0.000,12.200
2020-07-08 02:00:00,4.590,0.000,0.000,0.000,12.100
2020-07-08 03:00:00,4.220,0.000,0.000,0.000,12.200
2020-07-08 04:00:00,4.060,3.000,0.000,3.000,12.100
2020-07-08 05:00:00,3.410,17.000,0.000,17.000,12.200
2020-07-08 06:00:00,2.730,47.000,0.000,47.000,12.400
2020-07-08 07:00:00,2.400,123.000,50.100,100.000,12.600
2020-07-08 08:00:00,2.250,140.000,30.400,122.000,12.900
2020-07-08 09:00:00,2.550,187.000,33.900,163.000,13.000
2020-07-08 10:00:00,2.860,212.000,57.900,166.000,14.000
2020-07-08 11:00:00,2.840,209.000,23.600,189.000,14.600
2020-07-08 12:00:00,3.110,252.000,32.400,224.000,15.200
2020-07-08 13:00:00,4.400,220.000,58.300,171.000,15.800
2020-07-08 14:00:00,5.000,220.000,62.700,171.000,16.000
2020-07-08 15:00:00,5.210,96.000,2.900,94.000,15.500
2020-07-08 16:00:00,5.040,65.000,0.000,65.000,15.200
2020-07-08 17:00:00,4.260,36.000,0.000,36.000,15.000
2020-07-08 18:00:00,3.740,37.000,0.000,37.000,15.100
2020-07-08 19:00:00,2.690,7.000,0.000,7.000,14.800
2020-07-08 20:00:00,1.750,0.000,0.000,0.000,14.400
2020-07-08 21:00:00,0.540,0.000,0.000,0.000,14.200
2020-07-08 22:00:00,1.530,0.000,0.000,0.000,13.900
2020-07-08 23:00:00,2.020,0.000,0.000,0.000,13.700
2020-07-09 00:00:00,2.260,0.000,0.000,0.000,13.700
2020-07-09 01:00:00,2.130,0.000,0.000,0.000,13.800
2020-07-09 02:00:00,2.480,0.000,0.000,0.000,13.600
2020-07-09 03:00:00,3.320,0.000,0.000,0.000,13.400
2020-07-09 04:00:00,3.520,4.000,0.000,4.000,13.500
2020-07-09 05:00:00,3.220,29.000,6.000,28.000,14.100
2020-07-09 06:00:00,3.320,57.000,19.200,51.000,14.500
2020-07-09 07:00:00,3.810,43.000,2.200,42.000,14.900
2020-07-09 08:00:00,4.810,47.000,0.000,47.000,15.400
2020-07-09 09:00:00,5.620,39.000,0.000,39.000,15.900
2020-07-09 10:00:00,8.670,72.000,1.300,71.000,16.400
2020-07-09 11:00:00,9.860,67.000,5.900,62.000,17.300
2020-07-09 12:00:00,9.050,99.000,0.000,99.000,18.200
2020-07-09 13:00:00,7.870,167.000,23.800,147.000,18.900
2020-07-09 14:00:00,8.140,136.000,15.400,124.000,19.200
2020-07-09 15:00:00,8.810,148.000,39.200,121.000,19.000
2020-07-09 16:00:00,7.410,57.000,0.000,57.000,18.100
2020-07-09 17:00:00,7.130,54.000,0.000,54.000,17.900
2020-07-09 18:00:00,6.200,17.000,0.000,17.000,17.400
2020-07-09 19:00:00,5.000,4.000,0.000,4.000,17.200
2020-07-09 20:00:00,3.410,1.000,0.000,1.000,17.200
2020-07-09 21:00:00,2.330,0.000,0.000,0.000,16.900
2020-07-09 22:00:00,3.780,0.000,0.000,0.000,16.300
2020-07-09 23:00:00,4.170,0.000,0.000,0.000,16.200
2020-07-10 00:00:00,5.040,0.000,0.000,0.000,16.000
2020-07-10 01:00:00,5.220,0.000,0.000,0.000,16.000
2020-07-10 02:00:00,5.140,0.000,0.000,0.000,16.000
2020-07-10 03:00:00,5.640,0.000,0.000,0.000,16.200
2020-07-10 04:00:00,5.880,5.000,0.000,5.000,16.400
2020-07-10 05:00:00,5.950,36.000,6.100,35.000,16.900
2020-07-10 06:00:00,5.370,92.000,25.800,84.000,17.300
2020-07-10 07:00:00,4.640,181.000,131.700,121.000,18.300
2020-07-10 08:00:00,5.690,300.000,278.000,136.000,18.900
2020-07-10 09:00:00,7.830,241.000,151.900,134.000,18.800
2020-07-10 10:00:00,9.000,305.000,130.100,202.000,19.100
2020-07-10 11:00:00,10.500,340.000,124.300,235.000,19.300
2020-07-10 12:00:00,8.440,382.000,174.200,232.000,18.200
2020-07-10 13:00:00,7.080,324.000,140.600,206.000,16.700
2020-07-10 14:00:00,6.930,235.000,56.400,191.000,15.800
2020-07-10 15:00:00,7.360,252.000,108.900,177.000,15.200
2020-07-10 16:00:00,7.150,272.000,212.200,151.000,15.300
2020-07-10 17:00:00,6.370,250.000,265.400,135.000,15.300
2020-07-10 18:00:00,5.870,184.000,389.700,72.000,15.100
2020-07-10 19:00:00,5.940,53.000,161.800,30.000,14.500
2020-07-10 20:00:00,5.350,6.000,19.100,5.000,13.600
2020-07-10 21:00:00,4.960,0.000,0.000,0.000,12.400
2020-07-10 22:00:00,5.190,0.000,0.000,0.000,11.900
2020-07-10 23:00:00,4.930,0.000,0.000,0.000,11.000
2020-07-11 00:00:00,4.940,0.000,0.000,0.000,9.900
2020-07-11 01:00:00,5.410,0.000,0.000,0.000,9.500
2020-07-11 02:00:00,5.610,0.000,0.000,0.000,9.200
2020-07-11 03:00:00,5.530,0.000,0.000,0.000,9.100
2020-07-11 04:00:00,5.490,12.000,68.500,8.000,9.100
2020-07-11 05:00:00,4.960,96.000,313.600,45.000,10.600
2020-07-11 06:00:00,3.810,228.000,476.500,81.000,12.600
2020-07-11 07:00:00,4.120,368.000,617.200,88.000,14.300
2020-07-11 08:00:00,4.850,460.000,552.500,135.000,15.500
2020-07-11 09:00:00,4.830,561.000,597.500,141.000,16.400
